product_id,product_name,category,segment,size,color,price,cogs,flag_loss_margin
940,VietMode RS-48,Outdoor,Premium,L,red,48.523922715489945,31.23102656172188,False
941,VietMode MA-18,Casual,All-weather,L,orange,34.15630935276042,21.75166857374073,False
942,SaigonCore YY-27,GenZ,Trendy,S,orange,4371.085384615384,3285.307775076923,False
943,HanoiStreet UR-26,Streetwear,Standard,S,red,54.9687289874747,32.410892958162094,False
944,SaigonFlex UM-45,Streetwear,Balanced,S,red,19538.72371179039,12420.766663585153,False
945,LotusWear UE-55,Streetwear,Performance,L,white,25196.85,23937.0075,False
946,UrbanVN UR-39,Streetwear,Standard,S,green,2521.250597014925,2395.18806716418,False
947,SaigonFlex UC-53,Streetwear,Everyday,S,pink,6694.905,5116.246400999999,False
948,SaigonFlex UC-45,Streetwear,Everyday,S,red,26.44547294094096,16.0250054413446,False
949,LotusWear UE-56,Streetwear,Performance,XL,purple,10391.85,9872.2575,False
950,SaigonFlex UC-46,Streetwear,Everyday,M,black,16696.35,14125.112099999997,False
951,MekongFit UC-04,Streetwear,Everyday,L,orange,7253.09891566265,6218.081700397591,False
952,VietMode RP-23,Outdoor,Activewear,XL,black,5140.902162162162,4883.857054054054,False
953,VietMode RP-09,Outdoor,Activewear,M,silver,3778.74,1940.760864,False
954,SaigonFlex UM-58,Streetwear,Balanced,M,blue,20.23986700354174,12.789779049149818,False
955,LotusWear UE-26,Streetwear,Performance,M,purple,18589.783333333333,11094.382693333331,False
956,MekongStyle UC-12,Streetwear,Everyday,S,red,13324.978153846156,9943.0986984,False
957,DragonWear UM-44,Streetwear,Balanced,M,silver,23.89515899746957,13.852857629498953,False
958,LotusWear UR-48,Streetwear,Standard,S,green,5749.060762331839,3331.5807117713007,False
959,VietMode RS-89,Outdoor,Premium,XL,black,6002.08875,5701.9843125,False
960,HanoiStreet RP-59,Outdoor,Activewear,XL,black,2015.37,1914.6015,False
961,VietMotion RP-59,Outdoor,Activewear,L,orange,3918.239568919638,3722.327590473656,False
962,DragonWear MA-03,Casual,All-weather,XL,blue,10831.3771884655,10289.808329042224,False
963,HanoiStreet UC-22,Streetwear,Everyday,XL,yellow,10276.115901639345,6593.155962491804,False
964,MekongFit RP-38,Outdoor,Activewear,S,orange,2116.288125,1846.673017875,False
965,HanoiStreet UR-08,Streetwear,Standard,L,orange,2246.328984375,1699.7971424765624,False
966,HanoiStreet UM-25,Streetwear,Balanced,M,black,18.06653099279958,10.506212312054467,False
967,VietMode MP-27,Casual,Activewear,XL,yellow,4603.34,2585.235744,False
968,SaigonFlex UM-24,Streetwear,Balanced,XL,yellow,18774.585398230087,12475.711997123895,False
969,VietMode RP-04,Outdoor,Activewear,S,orange,3054.87,1714.0875569999998,False
970,SaigonCore UR-02,Streetwear,Standard,S,green,5663.7,5380.514999999999,False
971,PhoenixWear UR-07,Streetwear,Standard,XL,black,5354.37,2739.295692,False
972,LotusWear UR-51,Streetwear,Standard,XL,yellow,8186.85,6045.988725,False
973,VietMode RP-71,Outdoor,Activewear,XL,yellow,4469.5675862068965,2982.5424502758624,False
974,PhoenixWear UR-20,Streetwear,Standard,S,white,5279.316428571428,3096.847017,False
975,HanoiStreet RP-62,Outdoor,Activewear,L,white,22.39813960537897,14.35504051332829,False
976,VietMotion UR-13,Streetwear,Standard,L,red,23.87213136046396,14.637945799481171,False
977,VietMode RS-66,Outdoor,Premium,S,pink,30.314076032980378,18.62368813667098,False
978,VietMode RS-46,Outdoor,Premium,S,pink,5496.296966292135,5221.482117977528,False
979,VietMotion UR-10,Streetwear,Standard,XL,silver,3338.37,1819.41165,False
980,VietMode RS-31,Outdoor,Premium,M,blue,31.955745234205093,19.778896568978755,False
981,VietMode RS-44,Outdoor,Premium,L,green,21.678361372038967,13.454622364557114,False
982,DragonWear UM-53,Streetwear,Balanced,L,green,29.7889424731643,17.33448492430065,False
983,VietMode RP-63,Outdoor,Activewear,XL,black,3202.949302325581,2458.9041793953493,False
984,HanoiStreet RP-03,Outdoor,Activewear,XL,purple,1855.6303211009167,1707.7365845091742,False
985,VietMode RS-55,Outdoor,Premium,M,silver,4535.37,3411.9588510000003,False
986,VietMode RP-28,Outdoor,Activewear,S,green,18.1513115308442,10.116081543475204,False
987,VietMode RP-51,Outdoor,Activewear,XL,yellow,4629.24,2730.788676,False
988,SaigonFlex UC-15,Streetwear,Everyday,L,red,5184.6242217898825,3404.7427264494163,False
989,VietMotion UC-33,Streetwear,Everyday,M,purple,9105.602557856271,6343.873302058465,False
990,MekongFit RP-29,Outdoor,Activewear,XL,blue,14.6545400126499,8.117653156054045,False
991,DragonWear UM-15,Streetwear,Balanced,S,pink,10710.0,5994.387,False
992,PhoenixWear UR-05,Streetwear,Standard,M,yellow,41.216511987760136,26.26251651454432,False
993,VietMode MA-27,Casual,All-weather,XL,black,21.86968733954577,12.784877049431191,False
994,HanoiStreet UR-15,Streetwear,Standard,M,yellow,25.499741298868727,14.500270459666716,False
995,SaigonFlex UC-14,Streetwear,Everyday,M,yellow,10084.343684210527,9580.1265,False
996,HanoiStreet UE-24,Streetwear,Performance,XL,purple,6677.37,6343.501499999999,False
997,LotusWear UR-11,Streetwear,Standard,XL,yellow,4799.280167597765,4433.575018826817,False
998,MekongFit RP-06,Outdoor,Activewear,S,red,1979.360663900415,1361.8001367634854,False
999,SaigonFlex UC-10,Streetwear,Everyday,M,purple,8950.095000000001,8502.590250000001,False
1000,BambooCraft UM-05,Streetwear,Balanced,XL,silver,11388.249310344829,5870.642519482759,False
